web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669327-63,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,white...,Taken for 10 years or more,24-Jul-18,"Lipitor (atorvastatin) for High Cholesterol 							""I'm 81 years old and have been on 40mg to 80 mg of lipitor for at least 10 years. It works wonders. No side effects.""",10-Oct,67,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-64,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Kpreuss,Taken for 6 months to 1 year,26-Jan-15,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""Continuous muscle pain on back of both thighs. Discontinued use after two weeks & a few days and the pain is gone.""",10-Apr,98,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-65,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Momma,Taken for 1 to 6 months,21-Mar-20,"Lipitor (atorvastatin) for High Cholesterol 							""Our mom took Lipitor and had a lot of swelling around her eyes, pale, weak, and her skin was peeling on her face.""",10-Jan,48,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-66,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,8-Oct-09,,"Lipitor (atorvastatin) for High Cholesterol 							""Suffered from memory loss/lapse and muscle aches/cramps in my legs.  Switched to Crestor and have had no side effects at all.""",10-Mar,140,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-67,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,2-Jun-10,,"Lipitor (atorvastatin) for High Cholesterol 							""I've been taking Lipitor for over 4 years-no side effects noted and my cholesterol is now 132, Trigycedrides 84, LDL 65, and HDL 50.""",10-Oct,131,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-68,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Harold...,Taken for 5 to 10 years,27-Apr-15,"Lipitor (atorvastatin) for High Cholesterol 							""I have been taking Lipitor for 8 years now with no problems whatsoever.""",10-Oct,92,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-69,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,17-Feb-09,,"Lipitor (atorvastatin) for High Cholesterol 							""Many side effects. Such as muscle pain, weakness, tenderness, gas, blurred vision.""",10-Mar,137,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-70,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lindy...,Taken for 6 months to 1 year,12-Dec-15,"Lipitor (atorvastatin) for High Cholesterol 							""My doc says I may be the 1 in 100,000 that just can't take it. My liver enzymes went off the chart and I am still recovering from acute hepatitus and muscle pain.""",10-Jan,84,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-71,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Kara,8-Jul-11,,"Lipitor (atorvastatin) for High Cholesterol 							""My dad takes Lipitor and he is very happy with it. His cholesterol levels are much closer to his target level, with no side effects. """,10-Sep,118,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-72,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,20-Jul-09,,"Lipitor (atorvastatin) for High Cholesterol 							""I suffered frequent and prolonged  cramps in my legs for anything  from two/four times weekly at night, waking me from a sound sleep.""",10-Aug,128,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-73,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Choco...,6-Jul-13,,"For High Cholesterol 							""Severe back and joint pain which started all of a sudden without explanation.""",10-Mar,98,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-74,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,John,Taken for 6 months to 1 year,13-Aug-19,"For High Cholesterol 							""Since being on atorvastatin I have had a cold, wheezing, asthma, short of breath and also peeing more often""",,45,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-75,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Andyman,10-Jan-16,,"Lipitor (atorvastatin) for High Cholesterol, Familial Homozygous 							""This caused me severe muscle pain and cramps .""",10-Jan,72,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-76,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Suzie,Taken for 1 to 2 years,5-May-19,"For High Cholesterol 							""Atorvastatin lowered my cholesterol but the leg pain I had was unbearable. I went off it because of my legs hurting enough that it was interfering with my day to day life.""",,46,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-77,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,ismatt,31-Dec-08,,"Lipitor (atorvastatin) for High Cholesterol, Familial Heterozygous 							""I have been using this medicine for about 6 years. As a result my cholesterol level test comes out normal.""",10-Oct,118,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-78,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Leisa,Taken for 5 to 10 years,31-Jan-19,"Lipitor (atorvastatin) for High Cholesterol 							""Severe muscle pain, and skin pain couldn’t stand my bra touching my skin, my Dr. took me off of it, she said I should have let her know sooner she would have changed it.""",10-Jan,47,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-79,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,PJano,Taken for 2 to 5 years,1-Mar-19,"For High Cholesterol 							""I believe atorvastatin caused me to have restless legs and adversely effected my sleep.  My RLS is much better since I quit taking it.""",10-Feb,45,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-80,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,jpc,10-Mar-10,,"Lipitor (atorvastatin) for High Cholesterol 							""Works well at lowering lipids when combined with Niaspan. Had to discontinue because of cognitive disorders and severe muscle pain. No rhabdo, however.""",10-Mar,104,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-81,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Rlang...,Taken for 1 to 6 months,18-Mar-18,"Lipitor (atorvastatin) for High Cholesterol 							""I have been on Lipitor for 6 months. My cholesterol went down from 220 to 156, I was tested 2 months ago, therefore I hope it is going down. Fortunately, I don't have any side effect, Thank goodness.""",10-Oct,52,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-82,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Vic,Taken for less than 1 month,21-Oct-18,"For High Cholesterol 							""Horrible drug !!!! Felt dizzy all the time, blurred vision. Seen halos around lights, light sensitivity!!! Felt weak couldn’t focus on anything, could barely get out of bed . Never again.""",10-Jan,46,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-83,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Retir...,Taken for 10 years or more,30-May-16,"For High Cholesterol 							""I have been taking 10MG of Lipitor for about 18 years, it has worked wonderful for me no problems at all with the drug.""",10-Oct,58,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-84,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Xavier...,Taken for 1 to 6 months,26-Feb-13,"For High Cholesterol, Familial Heterozygous 							""After two months I have low cholesterol and triglycerides. I take 10mgs daily for 60 days.""",10-Oct,74,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669327-85,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Jackie,22-Nov-20,,"Lipitor (atorvastatin) for High Cholesterol 							""Severe leg cramps, joint pain, dizziness, my cholesterol is never been over 200, have always walked, biked, eating right. This med has really messed my body up!!!""",10-Jan,26,10,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=10
1686669354-86,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,AZKAT,Taken for 1 to 6 months,23-Dec-20,"""Had TAVR procedure (Transcatheter aortic valve replacement) 6 weeks ago, no doctors  willing to address several symptoms  that I  never had before, I thought  I was loosing my mind, so glad to find your site, with real patients comments. Have a much better perspective on my situation, thanks!""",,4,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-87,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Harold...,Taken for less than 1 month,23-Jun-22,"For High Cholesterol 							""Filled prescription on 6/3/22. Today is 6/23/22. Pain in my hamstrings and glutes. Scratchy throat. Pain in my hands and numbness/weakness in legs. I stopped taking it after a few weeks. My doctor first prescribed Atorvastatin which I believe I was worse. They told me Crestor (Rosu) is another option. Same poison different name. I'd rather have borderline high cholesterol than take this stuff and feel horrible and basically injured. Depression, panicky and uncertain of why you feel so bad until you realize its statins. Also my memory and ability to think is impaired. IT takes some time to rid your body of these symptoms. Maybe some people love it but I do not recommend it I am done with Statins.""",10-Jan,2,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-88,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,CRC,2-Sep-21,,"For High Cholesterol 							""Was on atorvastatin about 4 months with no problems. Then developed severe musculoskeletal pain and extreme fatigue. Was due for a follow up visit at 6 months so I just continued thinking my body would adjust. It had become so bad that I told my husband that if this was how my life was going to be from here on out, I was just ready to die, that is how poor my quality of life had become. During the 6 months, I worked hard to lose 30 pounds eating clean, also eliminating dairy and gluten, and develop an exercise regimen to include cardio and resistance training. I added CoQ10 and magnesium supplements but didn’t see any relief from the symptoms. At the 6 month follow up, all my numbers looked good accept my A1c which now categorized me as prediabetic, despite low fasting glucose. I told the HCP, no more, I was done with it. My biggest regret is not going in before the 6 month recheck.""",10-Jan,3,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
1686669354-89,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bless...,Taken for 1 to 6 months,24-Aug-21,"For High Cholesterol 							""I took atorvastatin 20mg & I experienced the worst symptoms ever! I took the medicine for 2 1/2 months. I had loss of appetite, memory fog, insomnia (I slept a maximum of 2 1/2 hours a night), weight loss, blurred vision, ringing in the ears, muscle pain in the legs & chest, my right leg was so bad I could barely walk, my hands were weak, headaches, my throat felt like it was closing, I developed hives on my back, I had the worst burning sensation on my back & in my chest until my skin was literally burned from inside out (my skin had turned 3 shades darker than normal), I had heart palpitations & was hospitalized twice (10/20 & 11/20) because my heart enzymes were elevated they said that I was threatening a heart attack! I went to the ER 12/8/20 & 12/9/20 & no one could figure it out! I changed doctors & on 12/10/20 he took me off of atorvastatin & put me on a Mediterranean diet! My doctor checked my blood work again 4/21 & it went down! And now 8 months later & I still have symptoms!""",10-Jan,3,9,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=9
